year,month,day,hour,pm2.5,cbwd,DEWP,TEMP,PRES,Iws,Is,Ir
2010,4,20,1,94,SE,8,10,1018,38.44,0,0
2010,4,20,2,100,cv,8,9,1019,0.89,0,0
2010,4,20,3,100,SE,7,9,1018,1.79,0,0
2010,4,20,4,94,SE,7,9,1018,3.58,0,0
2010,4,20,5,87,SE,7,8,1018,4.47,0,0
2010,4,20,6,82,SE,7,8,1019,5.36,0,0
2010,4,20,7,83,SE,8,10,1019,8.49,0,0
2010,4,20,8,94,cv,8,12,1020,0.89,0,0
2010,4,20,9,92,SE,8,13,1020,1.79,0,0
2010,4,20,10,84,cv,8,15,1020,0.89,0,0
2010,4,20,11,69,cv,7,16,1020,2.68,0,0
2010,4,20,12,83,cv,2,17,1019,4.47,0,0
2010,4,20,13,90,cv,2,19,1019,6.26,0,0
2010,4,20,14,95,SE,2,19,1018,3.13,0,0
2010,4,20,15,73,cv,1,19,1018,1.79,0,0
2010,4,20,16,66,cv,1,19,1017,4.92,0,0
2010,4,20,17,77,SE,1,18,1017,4.02,0,0
2010,4,20,18,80,SE,1,17,1019,7.15,0,0
2010,4,20,19,76,SE,0,16,1019,10.28,0,0
2010,4,20,20,80,cv,2,15,1020,0.89,0,0
2010,4,20,21,71,SE,-2,15,1021,4.92,0,0
2010,4,20,22,55,SE,-2,15,1022,9.84,0,0
2010,4,20,23,53,SE,-3,14,1022,13.86,0,0
2010,4,21,0,48,SE,-2,13,1022,16.99,0,0
2010,4,21,1,52,SE,0,12,1022,17.88,0,0
2010,4,21,2,46,SE,1,12,1022,19.67,0,0
2010,4,21,3,38,cv,1,12,1022,0.89,0,0
2010,4,21,4,30,NW,-1,12,1022,0.89,0,0
2010,4,21,5,26,NW,-2,12,1022,4.91,0,0
2010,4,21,6,27,NE,0,12,1023,1.79,0,0
2010,4,21,7,47,NW,2,12,1023,4.02,0,1
2010,4,21,8,50,NW,4,12,1023,9.83,0,2
2010,4,21,9,51,NW,4,12,1023,16.98,0,0
2010,4,21,10,48,NW,4,12,1024,22.79,0,1
2010,4,21,11,51,NW,6,11,1024,28.6,0,2
2010,4,21,12,49,NW,5,13,1023,35.75,0,0
2010,4,21,13,51,NW,3,13,1022,42.9,0,0
2010,4,21,14,39,NW,2,13,1022,50.95,0,0
2010,4,21,15,23,NE,2,13,1021,4.92,0,0
2010,4,21,16,16,NW,2,13,1021,5.81,0,0
2010,4,21,17,26,NW,2,13,1020,11.62,0,0
2010,4,21,18,32,NW,2,13,1021,15.64,0,0
2010,4,21,19,35,NE,2,12,1021,1.79,0,1
2010,4,21,20,34,NE,3,12,1022,4.92,0,2
2010,4,21,21,46,NE,3,11,1023,8.05,0,0
2010,4,21,22,44,NE,4,10,1023,11.18,0,1
2010,4,21,23,41,NE,6,9,1022,14.31,0,2
2010,4,22,0,34,NW,6,9,1022,3.13,0,3
2010,4,22,1,31,NE,6,9,1022,1.79,0,4
2010,4,22,2,49,NE,6,8,1022,3.58,0,5
2010,4,22,3,37,NW,6,8,1021,3.13,0,6
2010,4,22,4,27,NW,6,8,1021,4.92,0,7
2010,4,22,5,37,NW,6,8,1021,8.05,0,8
2010,4,22,6,45,NW,6,8,1021,11.18,0,9
2010,4,22,7,44,NW,6,8,1021,14.31,0,10
2010,4,22,8,53,NW,6,9,1021,18.33,0,11
2010,4,22,9,48,NW,6,9,1021,21.46,0,12
2010,4,22,10,47,NW,7,9,1021,23.25,0,13
2010,4,22,11,46,NW,6,10,1021,25.04,0,14
2010,4,22,12,42,NW,7,10,1021,29.06,0,15
2010,4,22,13,40,NW,6,10,1021,33.08,0,0
2010,4,22,14,38,NW,6,11,1020,38,0,1
2010,4,22,15,30,NW,5,10,1020,42.92,0,2
2010,4,22,16,34,cv,5,11,1020,0.89,0,3
2010,4,22,17,35,NW,4,12,1020,3.13,0,0
2010,4,22,18,35,NW,4,12,1020,6.26,0,0
2010,4,22,19,26,SE,4,11,1020,3.13,0,0
2010,4,22,20,33,SE,4,10,1021,4.92,0,0
2010,4,22,21,47,NW,4,11,1021,3.13,0,0
2010,4,22,22,41,NW,3,10,1022,7.15,0,0
2010,4,22,23,47,NW,3,6,1022,10.28,0,0
2010,4,23,0,37,cv,4,6,1022,0.45,0,0
2010,4,23,1,41,NW,3,5,1022,0.89,0,0
2010,4,23,2,60,cv,4,5,1021,0.89,0,0
2010,4,23,3,62,NW,2,3,1021,3.13,0,0
2010,4,23,4,36,NW,1,3,1021,6.26,0,0
2010,4,23,5,31,NW,2,4,1021,8.05,0,0
2010,4,23,6,24,NW,2,4,1021,9.84,0,0
2010,4,23,7,65,NW,4,7,1022,11.63,0,0
2010,4,23,8,51,NW,2,10,1023,14.76,0,0
2010,4,23,9,41,NW,-1,13,1023,17.89,0,0
2010,4,23,10,39,cv,-2,15,1022,1.79,0,0
2010,4,23,11,31,NW,-4,17,1022,3.13,0,0
2010,4,23,12,19,NW,-10,19,1021,7.15,0,0
2010,4,23,13,19,cv,-10,20,1020,3.13,0,0
2010,4,23,14,18,NW,-11,21,1019,5.81,0,0
2010,4,23,15,10,NW,-12,21,1018,12.96,0,0
2010,4,23,16,16,NW,-13,21,1018,21.01,0,0
2010,4,23,17,23,NW,-9,20,1018,25.03,0,0
2010,4,23,18,21,NW,-10,19,1018,28.16,0,0
2010,4,23,19,20,NW,-10,18,1018,31.29,0,0
2010,4,23,20,23,SE,-8,18,1019,4.92,0,0
2010,4,23,21,32,SE,-8,17,1019,8.94,0,0
2010,4,23,22,39,SE,-7,16,1020,13.86,0,0
2010,4,23,23,38,SE,-6,15,1019,17.88,0,0
2010,4,24,0,45,SE,-6,15,1019,22.8,0,0
2010,4,24,1,53,SE,-5,12,1019,24.59,0,0
2010,4,24,2,56,SE,-4,11,1018,27.72,0,0
2010,4,24,3,54,SE,-3,11,1018,30.85,0,0
2010,4,24,4,65,SE,-2,9,1018,32.64,0,0
2010,4,24,5,73,SE,-2,7,1019,35.77,0,0
2010,4,24,6,70,SE,0,8,1019,37.56,0,0
2010,4,24,7,81,cv,1,10,1019,0.45,0,0
2010,4,24,8,90,SE,0,13,1019,1.79,0,0
2010,4,24,9,86,SE,0,16,1019,3.58,0,0
2010,4,24,10,107,SE,-1,18,1019,6.71,0,0
2010,4,24,11,122,SE,2,20,1018,11.63,0,0
2010,4,24,12,114,SE,3,23,1017,18.78,0,0
2010,4,24,13,111,SE,3,24,1015,26.83,0,0
2010,4,24,14,112,SE,3,24,1015,32.64,0,0
2010,4,24,15,111,SE,3,23,1014,40.69,0,0
2010,4,24,16,117,SE,4,23,1013,48.74,0,0
2010,4,24,17,103,SE,4,23,1013,54.55,0,0
2010,4,24,18,85,SE,5,21,1013,59.47,0,0
2010,4,24,19,79,SE,5,20,1013,62.6,0,0
2010,4,24,20,78,SE,5,19,1013,65.73,0,0
2010,4,24,21,83,SE,5,19,1014,70.65,0,0
2010,4,24,22,89,SE,6,17,1014,75.57,0,0
2010,4,24,23,93,SE,6,17,1014,81.38,0,0
2010,4,25,0,98,SE,6,16,1015,86.3,0,0
2010,4,25,1,93,SE,6,14,1015,90.32,0,0
2010,4,25,2,96,SE,6,15,1015,94.34,0,0
2010,4,25,3,92,SE,6,14,1015,98.36,0,0
2010,4,25,4,106,SE,7,13,1015,101.49,0,0
2010,4,25,5,98,SE,6,12,1015,104.62,0,0
2010,4,25,6,110,SE,7,12,1015,108.64,0,0
2010,4,25,7,129,SE,7,13,1015,111.77,0,0
2010,4,25,8,141,SE,7,13,1015,115.79,0,0
2010,4,25,9,140,SE,7,14,1015,119.81,0,0
2010,4,25,10,142,SE,7,15,1015,124.73,0,0
2010,4,25,11,134,SE,7,18,1015,131.88,0,0
2010,4,25,12,133,SE,6,19,1014,139.03,0,0
2010,4,25,13,128,SE,5,20,1012,146.18,0,0
2010,4,25,14,110,SE,5,21,1012,153.33,0,0
2010,4,25,15,120,SE,6,20,1012,159.14,0,0
2010,4,25,16,135,NW,8,18,1012,7.15,0,0
2010,4,25,17,22,NW,7,11,1013,16.98,0,1
2010,4,25,18,15,NW,8,10,1014,25.92,0,2
2010,4,25,19,19,NW,8,10,1015,29.94,0,3
2010,4,25,20,16,cv,8,9,1015,0.89,0,4
2010,4,25,21,9,NW,7,9,1017,4.92,0,5
2010,4,25,22,7,NW,6,8,1017,9.84,0,0
2010,4,25,23,7,NW,4,8,1017,14.76,0,0
2010,4,26,0,10,NE,4,8,1017,4.02,0,0
2010,4,26,1,8,NW,3,7,1017,3.13,0,0
2010,4,26,2,5,NW,0,7,1016,8.94,0,0
2010,4,26,3,9,NW,-3,8,1016,14.75,0,0
2010,4,26,4,20,NW,-5,7,1016,19.67,0,0
2010,4,26,5,8,NW,-7,6,1016,25.48,0,0
2010,4,26,6,7,NW,-7,6,1016,31.29,0,0
2010,4,26,7,6,NW,-8,8,1015,37.1,0,0
2010,4,26,8,16,NW,-7,10,1015,42.02,0,0
2010,4,26,9,10,NW,-8,10,1015,46.94,0,0
2010,4,26,10,11,NW,-10,11,1014,50.07,0,0
2010,4,26,11,11,cv,-7,12,1013,1.79,0,0
2010,4,26,12,18,SE,-7,12,1011,3.13,0,0
2010,4,26,13,26,SE,-7,11,1011,6.26,0,0
2010,4,26,14,25,SE,-8,12,1010,11.18,0,0
2010,4,26,15,20,SE,-7,13,1010,16.1,0,0
2010,4,26,16,24,SE,-4,12,1011,24.15,0,0
2010,4,26,17,15,NW,-1,7,1012,11.18,0,1
2010,4,26,18,10,NW,-2,8,1011,19.23,0,0
2010,4,26,19,10,NW,-4,8,1012,27.28,0,0
2010,4,26,20,14,NW,-5,8,1012,34.43,0,0
2010,4,26,21,11,NW,-9,8,1013,42.48,0,0
2010,4,26,22,11,NW,-11,7,1013,51.42,0,0
2010,4,26,23,16,NW,-11,7,1013,61.25,0,0
2010,4,27,0,13,NW,-12,6,1013,71.08,0,0
2010,4,27,1,16,NW,-15,6,1012,82.26,0,0
2010,4,27,2,15,NW,-14,5,1011,90.31,0,0
2010,4,27,3,17,NW,-14,5,1011,95.23,0,0
2010,4,27,4,18,NW,-13,4,1011,98.36,0,0
2010,4,27,5,22,NW,-12,3,1010,100.15,0,0
2010,4,27,6,19,NW,-13,4,1010,104.17,0,0
2010,4,27,7,22,NW,-12,6,1010,109.98,0,0
2010,4,27,8,27,NW,-12,7,1010,114.9,0,0
2010,4,27,9,31,NW,-11,8,1009,119.82,0,0
2010,4,27,10,42,NW,-9,10,1009,123.84,0,0
2010,4,27,11,46,NW,-9,11,1008,129.65,0,0
2010,4,27,12,50,NW,-8,12,1008,136.8,0,0
2010,4,27,13,45,NW,-8,12,1007,140.82,0,0
2010,4,27,14,47,NW,-6,13,1006,146.63,0,0
2010,4,27,15,30,NW,-7,13,1007,155.57,0,0
2010,4,27,16,31,NW,-9,13,1006,164.51,0,0
2010,4,27,17,16,NW,-9,12,1007,172.56,0,0
2010,4,27,18,14,NW,-11,12,1007,180.61,0,0
2010,4,27,19,17,NW,-12,11,1008,187.76,0,0
2010,4,27,20,15,NW,-10,10,1010,193.57,0,0
2010,4,27,21,14,NW,-10,9,1011,199.38,0,0
2010,4,27,22,14,NW,-10,9,1011,204.3,0,0
2010,4,27,23,11,NW,-11,8,1011,211.45,0,0
2010,4,28,0,24,NW,-11,8,1012,217.26,0,0
2010,4,28,1,27,NW,-8,7,1012,225.31,0,0
2010,4,28,2,15,NW,-6,6,1011,231.12,0,0
2010,4,28,3,13,NW,-8,6,1011,239.17,0,0
2010,4,28,4,11,NW,-10,6,1011,246.32,0,0
2010,4,28,5,11,NW,-10,6,1011,254.37,0,0
2010,4,28,6,13,NW,-10,6,1012,259.29,0,0
2010,4,28,7,13,NW,-11,7,1013,266.44,0,0
2010,4,28,8,14,NW,-11,9,1014,273.59,0,0
2010,4,28,9,15,NW,-11,10,1014,281.64,0,0
2010,4,28,10,14,NW,-11,11,1014,292.82,0,0
2010,4,28,11,19,NW,-11,13,1014,304,0,0
2010,4,28,12,14,NW,-11,13,1014,315.18,0,0
2010,4,28,13,13,NW,-10,14,1013,328.14,0,0
2010,4,28,14,15,NW,-11,15,1012,342,0,0
2010,4,28,15,11,NW,-11,15,1012,355.86,0,0
2010,4,28,16,20,NW,-10,15,1012,368.82,0,0
2010,4,28,17,16,NW,-10,14,1012,380,0,0
2010,4,28,18,14,NW,-10,14,1012,389.83,0,0
2010,4,28,19,17,NW,-10,13,1012,398.77,0,0
2010,4,28,20,16,NW,-8,12,1013,410.84,0,0
2010,4,28,21,15,NW,-7,11,1014,417.99,0,0
2010,4,28,22,38,NW,-7,11,1014,426.04,0,0
2010,4,28,23,15,NW,-7,10,1013,431.85,0,0
2010,4,29,0,18,NW,-7,10,1013,434.98,0,0
2010,4,29,1,16,SE,-4,7,1012,1.79,0,0
2010,4,29,2,19,NW,-5,7,1012,1.79,0,0
2010,4,29,3,18,cv,-7,9,1012,0.89,0,0
2010,4,29,4,20,NW,-6,9,1012,4.92,0,0
2010,4,29,5,19,NW,-7,10,1012,9.84,0,0
2010,4,29,6,17,NW,-6,9,1012,12.97,0,0
2010,4,29,7,21,NW,-6,11,1013,20.12,0,0
2010,4,29,8,20,NW,-6,13,1013,28.17,0,0
2010,4,29,9,19,NW,-6,14,1013,38,0,0
2010,4,29,10,17,NW,-8,15,1013,47.83,0,0
2010,4,29,11,16,NW,-8,17,1013,57.66,0,0
2010,4,29,12,15,NW,-9,17,1013,67.49,0,0
2010,4,29,13,17,NW,-9,19,1013,79.56,0,0
2010,4,29,14,22,NW,-9,19,1012,93.42,0,0
2010,4,29,15,19,NW,-9,19,1012,107.28,0,0
2010,4,29,16,17,NW,-8,19,1012,117.11,0,0
2010,4,29,17,18,NW,-8,19,1013,128.29,0,0
2010,4,29,18,27,NW,-9,18,1013,139.47,0,0
2010,4,29,19,22,NW,-7,17,1014,147.52,0,0
2010,4,29,20,18,NW,-6,16,1015,153.33,0,0
2010,4,29,21,19,NW,-5,15,1016,156.46,0,0
2010,4,29,22,15,NW,-4,14,1017,161.38,0,0
2010,4,29,23,19,NW,-3,14,1017,166.3,0,0
2010,4,30,0,27,NW,-3,14,1017,171.22,0,0
2010,4,30,1,21,NW,-4,13,1017,174.35,0,0
2010,4,30,2,24,NW,-4,12,1017,178.37,0,0
2010,4,30,3,32,NW,-5,12,1017,182.39,0,0
2010,4,30,4,40,NW,-5,12,1017,187.31,0,0
2010,4,30,5,36,NW,-5,11,1016,191.33,0,0
2010,4,30,6,20,NW,-5,12,1017,196.25,0,0
2010,4,30,7,32,NW,-6,14,1017,201.17,0,0
2010,4,30,8,28,NW,-6,16,1017,206.09,0,0
2010,4,30,9,21,NW,-8,18,1017,211.9,0,0
2010,4,30,10,20,NW,-8,19,1017,216.82,0,0
2010,4,30,11,19,NW,-8,21,1016,221.74,0,0
2010,4,30,12,19,NW,-10,22,1015,227.55,0,0
2010,4,30,13,16,NW,-8,23,1014,234.7,0,0
2010,4,30,14,20,NW,-7,24,1012,241.85,0,0
2010,4,30,15,15,NW,-6,25,1011,249.9,0,0
2010,4,30,16,20,NW,-7,25,1010,257.95,0,0
2010,4,30,17,20,NW,-7,25,1010,266,0,0
2010,4,30,18,23,SE,-7,25,1009,4.92,0,0
2010,4,30,19,37,SE,-5,22,1009,12.07,0,0
2010,4,30,20,34,SE,-4,20,1009,20.12,0,0
2010,4,30,21,39,SE,-3,19,1010,28.17,0,0
2010,4,30,22,45,SE,-3,19,1010,36.22,0,0
2010,4,30,23,54,SE,-3,18,1010,39.35,0,0
2010,5,1,0,62,cv,-2,16,1010,0.89,0,0
2010,5,1,1,70,SE,0,13,1009,0.89,0,0
2010,5,1,2,66,cv,1,9,1009,0.89,0,0
2010,5,1,3,70,cv,1,8,1009,1.78,0,0
2010,5,1,4,82,NW,1,8,1009,0.89,0,0
2010,5,1,5,97,NW,2,8,1008,1.78,0,0
2010,5,1,6,86,NW,2,8,1009,3.57,0,0
2010,5,1,7,94,NW,2,13,1009,5.36,0,0
2010,5,1,8,89,cv,0,16,1009,0.89,0,0
2010,5,1,9,90,NW,0,19,1009,1.79,0,0
2010,5,1,10,86,NW,0,22,1009,3.58,0,0
2010,5,1,11,70,cv,-1,25,1008,0.89,0,0
2010,5,1,12,79,cv,-1,28,1007,2.68,0,0
2010,5,1,13,80,SE,-1,31,1005,4.02,0,0
2010,5,1,14,69,SE,0,31,1005,9.83,0,0
2010,5,1,15,52,SE,-1,32,1004,15.64,0,0
2010,5,1,16,48,SE,-2,32,1003,22.79,0,0
2010,5,1,17,35,SE,-3,31,1002,29.94,0,0
2010,5,1,18,31,SE,-2,29,1002,37.09,0,0
2010,5,1,19,37,SE,-2,27,1002,42.9,0,0
2010,5,1,20,63,SE,-2,26,1002,48.71,0,0
2010,5,1,21,61,SE,1,24,1003,53.63,0,0
2010,5,1,22,74,SE,2,22,1002,57.65,0,0
2010,5,1,23,74,SE,3,22,1002,62.57,0,0
2010,5,2,0,75,SE,3,21,1001,66.59,0,0
2010,5,2,1,68,SE,3,20,1001,68.38,0,0
2010,5,2,2,77,SE,4,18,1000,71.51,0,0
2010,5,2,3,93,SE,6,18,1001,73.3,0,0
2010,5,2,4,102,NE,7,17,1000,1.79,0,0
2010,5,2,5,111,cv,7,16,1000,0.89,0,0
2010,5,2,6,127,NE,9,16,1001,0.89,0,0
2010,5,2,7,132,NW,10,17,1002,1.79,0,0
2010,5,2,8,146,NE,10,19,1003,1.79,0,0
2010,5,2,9,151,NE,10,22,1003,3.58,0,0
2010,5,2,10,142,NW,8,25,1003,3.13,0,0
2010,5,2,11,115,NE,7,26,1003,1.79,0,0
2010,5,2,12,59,cv,-1,30,1002,0.89,0,0
2010,5,2,13,63,SE,-5,32,1002,4.92,0,0
2010,5,2,14,65,NW,-5,32,1002,4.02,0,0
2010,5,2,15,57,NW,-4,32,1001,7.15,0,0
2010,5,2,16,55,NW,-6,32,1001,16.09,0,0
2010,5,2,17,45,NW,-7,31,1002,25.03,0,0
2010,5,2,18,39,NW,-8,30,1002,33.08,0,0
2010,5,2,19,32,NW,-4,25,1003,38,0,0
2010,5,2,20,32,NW,-9,26,1004,43.81,0,0
2010,5,2,21,31,SE,-8,24,1005,3.13,0,0
2010,5,2,22,32,cv,-9,22,1006,0.89,0,0
2010,5,2,23,24,NE,-9,22,1006,1.79,0,0
2010,5,3,0,36,cv,-2,18,1006,0.89,0,0
2010,5,3,1,56,cv,0,14,1007,1.78,0,0
2010,5,3,2,43,cv,-1,15,1007,2.23,0,0
2010,5,3,3,69,cv,0,14,1007,3.12,0,0
2010,5,3,4,45,NW,3,13,1008,1.79,0,0
2010,5,3,5,44,NW,-2,13,1008,3.58,0,0
2010,5,3,6,64,cv,-2,15,1009,0.45,0,0
2010,5,3,7,80,NW,5,16,1010,1.79,0,0
2010,5,3,8,53,NW,-2,21,1010,3.58,0,0
2010,5,3,9,102,cv,3,23,1010,0.89,0,0
2010,5,3,10,133,SE,3,22,1010,4.02,0,0
2010,5,3,11,151,SE,4,23,1010,7.15,0,0
2010,5,3,12,149,SE,6,23,1009,8.94,0,0
2010,5,3,13,141,SE,6,23,1008,12.07,0,0
2010,5,3,14,146,SE,6,24,1007,15.2,0,0
2010,5,3,15,150,SE,6,23,1006,18.33,0,0
2010,5,3,16,150,NE,7,23,1005,3.13,0,0
2010,5,3,17,151,cv,7,23,1005,0.89,0,0
2010,5,3,18,142,NE,6,22,1006,1.79,0,0
2010,5,3,19,138,NW,5,23,1006,4.02,0,0
2010,5,3,20,142,NW,6,20,1007,8.04,0,0
2010,5,3,21,142,cv,4,21,1007,0.89,0,0
2010,5,3,22,150,SE,5,19,1005,4.02,0,0
2010,5,3,23,160,cv,5,21,1006,1.79,0,0
2010,5,4,0,118,SE,4,20,1006,4.02,0,1
2010,5,4,1,114,cv,7,18,1005,0.89,0,0
2010,5,4,2,111,SE,9,16,1005,0.89,0,0
2010,5,4,3,113,SE,10,15,1005,4.02,0,0
2010,5,4,4,120,cv,10,15,1005,0.89,0,0
2010,5,4,5,129,NW,9,14,1005,0.89,0,0
2010,5,4,6,133,SE,10,13,1005,0.89,0,0
2010,5,4,7,118,NW,10,16,1005,1.79,0,0
2010,5,4,8,119,cv,8,19,1005,0.89,0,0
2010,5,4,9,118,SE,8,20,1005,1.79,0,0
2010,5,4,10,132,SE,9,21,1005,3.58,0,0
2010,5,4,11,128,cv,8,23,1004,1.79,0,0
2010,5,4,12,135,cv,8,24,1002,3.58,0,0
2010,5,4,13,123,SE,11,25,1002,4.02,0,0
2010,5,4,14,118,SE,13,25,1001,7.15,0,0
2010,5,4,15,104,SE,15,25,1000,11.17,0,0
2010,5,4,16,121,SE,15,24,999,16.98,0,0
2010,5,4,17,136,SE,15,23,999,21.9,0,0
2010,5,4,18,172,SE,16,22,999,26.82,0,1
2010,5,4,19,208,SE,17,19,1000,29.95,0,3
2010,5,4,20,228,SE,18,19,999,31.74,0,4
2010,5,4,21,201,SE,17,19,1000,35.76,0,0
2010,5,4,22,142,SE,16,19,1000,39.78,0,1
2010,5,4,23,154,SE,16,18,1000,44.7,0,2
2010,5,5,0,165,SE,16,17,999,49.62,0,3
2010,5,5,1,182,SE,15,17,999,53.64,0,5
2010,5,5,2,158,SE,15,16,997,57.66,0,6
2010,5,5,3,181,SE,15,16,997,59.45,0,0
2010,5,5,4,202,SE,15,16,996,63.47,0,0
2010,5,5,5,202,SE,15,16,996,65.26,0,0
2010,5,5,6,198,SE,14,16,997,67.05,0,0
2010,5,5,7,215,SE,15,16,998,68.84,0,0
2010,5,5,8,216,SE,15,16,997,71.97,0,0
2010,5,5,9,261,SE,15,17,998,73.76,0,0
2010,5,5,10,283,SE,16,18,997,76.89,0,0
2010,5,5,11,282,SE,17,20,997,78.68,0,0
2010,5,5,12,260,cv,16,22,997,3.13,0,0
2010,5,5,13,70,NW,8,24,996,12.07,0,0
2010,5,5,14,32,NW,7,26,996,21.9,0,0
2010,5,5,15,13,NW,7,26,996,33.08,0,0
2010,5,5,16,9,NW,6,25,996,46.94,0,0
2010,5,5,17,7,NW,6,24,997,59.01,0,0
2010,5,5,18,11,NW,3,21,999,71.08,0,0
2010,5,5,19,14,NW,0,18,1000,84.04,0,0
2010,5,5,20,14,NW,0,17,1002,97,0,0
2010,5,5,21,14,NW,-1,17,1003,113.09,0,0
2010,5,5,22,12,NW,-1,16,1004,124.27,0,0
2010,5,5,23,10,NW,-1,15,1004,134.1,0,0
2010,5,6,0,16,NW,-1,15,1005,143.04,0,0
2010,5,6,1,9,NW,-1,15,1006,151.98,0,0
2010,5,6,2,10,NW,-1,13,1007,153.77,0,0
2010,5,6,3,10,NE,0,12,1007,3.13,0,0
2010,5,6,4,11,NW,0,12,1008,4.02,0,0
2010,5,6,5,13,NW,0,13,1008,8.04,0,0
2010,5,6,6,12,NW,1,13,1009,11.17,0,0
2010,5,6,7,17,NW,1,15,1009,18.32,0,0
2010,5,6,8,15,NW,0,17,1009,25.47,0,0
2010,5,6,9,19,NW,2,19,1009,32.62,0,0
2010,5,6,10,20,NW,2,21,1008,39.77,0,0
2010,5,6,11,16,NW,2,23,1007,45.58,0,0
2010,5,6,12,20,NW,1,25,1006,52.73,0,0
2010,5,6,13,17,NW,1,26,1005,59.88,0,0
2010,5,6,14,14,NW,-1,28,1005,67.03,0,0
2010,5,6,15,18,NW,-1,28,1004,75.08,0,0
2010,5,6,16,16,NW,0,28,1004,80.89,0,0
2010,5,6,17,16,NW,0,27,1003,88.04,0,0
2010,5,6,18,18,NW,-2,27,1003,93.85,0,0
2010,5,6,19,25,NW,-3,26,1004,97.87,0,0
2010,5,6,20,32,SE,2,24,1004,4.92,0,0
2010,5,6,21,35,SE,2,23,1005,9.84,0,0
2010,5,6,22,35,SE,2,22,1005,13.86,0,0
2010,5,6,23,41,SE,0,23,1004,22.8,0,0
2010,5,7,0,48,SE,2,21,1003,26.82,0,0
2010,5,7,1,50,SE,2,20,1004,30.84,0,0
2010,5,7,2,52,SE,4,18,1003,33.97,0,0
2010,5,7,3,57,SE,4,19,1003,37.99,0,0
2010,5,7,4,64,SE,6,17,1002,41.12,0,0
2010,5,7,5,66,cv,6,17,1002,0.89,0,0
2010,5,7,6,73,NE,8,15,1002,1.79,0,0
2010,5,7,7,72,cv,8,17,1003,0.89,0,0
2010,5,7,8,81,SE,8,19,1004,1.79,0,0
2010,5,7,9,85,SE,8,21,1004,3.58,0,0
2010,5,7,10,87,cv,10,23,1003,1.79,0,0
2010,5,7,11,165,NW,0,25,1003,8.94,0,0
2010,5,7,12,219,NW,-2,26,1003,18.77,0,0
2010,5,7,13,228,NW,0,27,1002,26.82,0,0
2010,5,7,14,204,NW,-3,28,1002,38,0,0
2010,5,7,15,173,NW,-1,27,1002,47.83,0,0
2010,5,7,16,126,NW,-1,28,1002,57.66,0,0
2010,5,7,17,130,NW,-2,28,1002,66.6,0,0
2010,5,7,18,115,NW,-2,27,1003,73.75,0,0
2010,5,7,19,58,NW,1,23,1004,76.88,0,0
2010,5,7,20,45,NW,0,20,1005,78.67,0,0
2010,5,7,21,30,NW,2,19,1006,80.46,0,0
2010,5,7,22,38,NW,0,19,1006,85.38,0,0
2010,5,7,23,48,NW,0,16,1007,89.4,0,0
2010,5,8,0,50,NW,-1,18,1007,90.29,0,0
2010,5,8,1,71,NE,5,14,1007,1.79,0,0
2010,5,8,2,49,cv,6,14,1007,0.89,0,0
2010,5,8,3,67,NE,6,13,1007,1.79,0,0
2010,5,8,4,59,SE,7,15,1008,1.79,0,0
2010,5,8,5,78,cv,7,13,1008,0.89,0,0
2010,5,8,6,140,cv,8,12,1009,1.78,0,0
2010,5,8,7,159,cv,9,16,1009,2.67,0,0
2010,5,8,8,191,NW,10,18,1009,1.79,0,0
2010,5,8,9,201,SE,9,20,1009,1.79,0,0
2010,5,8,10,203,SE,9,22,1009,3.58,0,0
2010,5,8,11,202,cv,7,24,1009,1.79,0,0
2010,5,8,12,163,SE,4,24,1008,4.92,0,0
2010,5,8,13,135,SE,6,25,1007,9.84,0,0
2010,5,8,14,119,SE,7,25,1006,13.86,0,0
2010,5,8,15,107,SE,8,25,1005,17.88,0,0
2010,5,8,16,110,SE,7,24,1004,23.69,0,0
2010,5,8,17,114,SE,7,23,1004,28.61,0,0
2010,5,8,18,132,SE,7,23,1004,33.53,0,0
2010,5,8,19,150,SE,6,22,1004,38.45,0,0
2010,5,8,20,154,SE,5,21,1005,42.47,0,0
2010,5,8,21,148,SE,5,20,1006,45.6,0,0
2010,5,8,22,144,SE,6,19,1005,48.73,0,0
2010,5,8,23,133,cv,6,19,1007,0.89,0,0
2010,5,9,0,139,NW,11,15,1007,1.79,0,1
2010,5,9,1,129,SE,12,15,1004,1.79,0,2
2010,5,9,2,122,NW,12,14,1004,4.02,0,0
2010,5,9,3,120,NW,12,15,1005,8.94,0,0
2010,5,9,4,129,NW,10,16,1005,14.75,0,0
2010,5,9,5,294,NW,6,16,1006,19.67,0,0
2010,5,9,6,100,NW,3,15,1007,27.72,0,0
2010,5,9,7,55,NW,0,15,1008,35.77,0,0
2010,5,9,8,32,NW,-1,15,1008,47.84,0,0
2010,5,9,9,19,NW,-1,16,1008,59.02,0,0
2010,5,9,10,18,NW,-1,17,1008,67.96,0,0
2010,5,9,11,14,NW,0,19,1008,73.77,0,0
2010,5,9,12,20,NW,-1,20,1007,81.82,0,0
2010,5,9,13,27,NW,-3,21,1007,93,0,0
2010,5,9,14,31,NW,-2,22,1007,100.15,0,0
2010,5,9,15,39,NE,2,20,1007,5.81,0,0
2010,5,9,16,28,NW,-3,21,1007,5.81,0,0
2010,5,9,17,56,NW,-9,21,1007,16.99,0,0
2010,5,9,18,53,NW,-9,20,1007,24.14,0,0
2010,5,9,19,59,NW,-9,19,1008,32.19,0,0
